,artist_name,track_name,track_id,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
5749,ScHoolboy Q,Tales,6kmSmIbfnGTaGCgwFW7umS,59,0.773,0.82,2,-4.454,1,0.245,0.348,1.65e-06,0.128,0.717,140.021,173280,4
5750,J Alvarez,Nadie Lo Sabe,0xkUr72eFk4GjSRoEHOyfD,69,0.665,0.701,8,-5.381,1,0.0887,0.203,0.0,0.104,0.867,173.939,193280,4
5751,Young Dolph,If I Ever,1985Jqs7LwfA7ZfzMHU0XJ,56,0.812,0.725,8,-5.386,1,0.255,0.137,0.0,0.0829,0.889,132.008,189693,4
5752,SAFE,Paid In Full,1CFbMhxQjCT3OH3YLvBkNF,59,0.752,0.64,10,-4.758,1,0.293,0.393,0.0,0.175,0.647,152.946,202080,4
5753,Bryan & Katie Torwalt,Remember,32r0t2fUFcrZ63Eg5IVRdz,58,0.461,0.427,0,-10.385,1,0.0355,0.601,0.0,0.0623,0.0979,90.857,312267,4
5754,Rezz,Criminals,3FcraZvYZmY7pYxZchm1TK,58,0.72,0.56,2,-4.402,1,0.0381,0.00765,0.746,0.0891,0.129,104.994,237714,4
5755,SiR,LA Lisa (feat. Smino),3DzQnp8r1kjmeOjXFXWOMc,58,0.625,0.556,4,-6.201,0,0.12,0.126,0.0,0.654,0.4,120.002,220960,4
5756,Ally Brooke,Higher,7E0UqLtjH5ipLhkX3bCCuK,66,0.744,0.648,3,-6.787,0,0.079,0.00841,6.94e-05,0.108,0.734,122.941,195122,4
5757,Mica Goldberg,Everlong,7b2KEydUnRlF7PLCMR4QuI,62,0.724,0.0589,11,-20.658,0,0.0723,0.993,0.927,0.089,0.151,119.957,237217,4
5758,Smash Mouth,All Star - Breathe Carolina Remix,6wKJjrWWP4qpzYbE8oQkc4,63,0.748,0.903,3,-5.877,0,0.0385,0.0324,0.0,0.106,0.751,115.018,217043,4
5759,Gunna,Idk Why,06S7iIXT8ZVAcVK6l1iXvx,58,0.555,0.532,0,-8.191,1,0.448,0.101,4.17e-06,0.0772,0.296,97.26,199687,3
5760,Jazzinuf,Mental Acupuncture,34KMYyUvfpXboR9wLwrocX,59,0.713,0.415,10,-11.179,0,0.0389,0.0274,0.539,0.106,0.642,89.981,152000,4
5761,TAEYEON,All about you,7fftC401ke4BzA3ucPIXES,71,0.531,0.287,9,-7.091,1,0.0364,0.915,0.0,0.118,0.491,135.55,209482,4
5762,AzChike,Strapped Up (feat. Mike Sherm and G-BO Lean),3g56mt0r4EtH2oK4rJRp5b,55,0.936,0.792,1,-7.31,1,0.317,0.0295,0.0,0.0419,0.821,100.001,198008,4
5763,Chris Brown,Natural Disaster / Aura,7F78gesanniweSdBiddYx1,60,0.447,0.635,11,-5.942,0,0.106,0.143,1.15e-05,0.211,0.162,93.612,303120,4
5764,Disco Fries,Moving Mountains - GATTÜSO Remix,3qBnc1nWty6LjPIjXuAigw,61,0.643,0.925,0,-5.642,0,0.0377,0.0488,2.82e-05,0.159,0.616,121.969,182296,4
5765,Lil Pump,Racks on Racks,0SfG57HqtBNqKN9O27fo1s,65,0.822,0.484,1,-7.166,1,0.0865,0.0311,6.22e-06,0.31,0.0934,150.061,129778,4
5766,Hobo Johnson,All in My Head,3P8QdOcYkzETBiG1TA7mhD,57,0.584,0.548,2,-7.649,1,0.222,0.0367,1.3e-06,0.167,0.363,164.209,195620,4
5767,Clare Dunn,Money's All Gone,3m7eTcwnN3b11A2AkOj6kb,56,0.536,0.97,6,-3.199,1,0.0426,0.000738,0.00163,0.131,0.848,146.062,220133,4
5768,RIZ LA VIE,Saturn,6WY88gYhRrnqS4wGtO45TH,57,0.785,0.44,1,-8.182,0,0.178,0.553,0.0,0.103,0.568,80.021,207719,4
5769,Tori Kelly,Sorry Would Go A Long Way,0aNSbORsHveeQF9MJACtVD,0,0.486,0.333,6,-7.861,1,0.0428,0.798,0.0,0.114,0.353,79.032,191107,4
5770,Tori Kelly,The Lie,0gb4MAJWwLMe73XVGA34N7,0,0.838,0.413,7,-8.621,1,0.0359,0.402,3.38e-05,0.112,0.752,112.95,159142,4
5771,Tori Kelly,12/16/1992,0iBrShANZfygvF8ItLgI5N,0,0.449,0.847,5,-16.359,1,0.674,0.617,0.0,0.419,0.238,106.369,18061,3
5772,Tori Kelly,Actress,0sdNAupPQMn4Irgr9go0y5,0,0.721,0.563,2,-7.38,1,0.0497,0.14,1.28e-06,0.104,0.412,89.97,177168,4
5773,Tori Kelly,Kid I Used To Know,1I6AD69lCrds2n9BkaHDAS,0,0.699,0.369,3,-8.206,0,0.0475,0.0136,0.0,0.118,0.557,81.98,266703,4
5774,Tori Kelly,Change Your Mind,1J4ymzYJJJCScyMK0MIFWi,0,0.629,0.416,1,-6.783,0,0.0429,0.0116,0.0,0.113,0.237,106.795,177446,4
5775,Tori Kelly,3/2/1991,1SYVIe4NXC6exH7N9Nw7hJ,0,0.107,0.246,6,-19.204,1,0.044,0.791,0.838,0.367,0.0489,74.241,55027,3
5776,Tori Kelly,Language,1afewsMym3BFlFDTDiuMyt,0,0.531,0.405,9,-7.982,0,0.048,0.148,0.0,0.135,0.287,79.876,264267,4
5777,Tori Kelly,Before The Dawn,3HpaII4RgTEmtJNBYZK5U9,0,0.359,0.312,1,-8.53,1,0.0376,0.794,1.42e-06,0.103,0.122,78.634,220134,4
5778,Tori Kelly,2 Places,3LJT5LFqEW0FxULZtdWOOS,0,0.55,0.609,11,-6.534,0,0.119,0.261,0.0,0.253,0.494,138.886,181009,4
5779,Tori Kelly,3/26/1994,3uT1LZR35nVzYZdROws3MQ,0,0.365,0.563,1,-15.783,1,0.565,0.788,0.0,0.34,0.375,74.974,85734,3
5780,Tori Kelly,Your Words,4qybg23qqGgIylpGsmP5h0,0,0.495,0.237,8,-9.396,1,0.0437,0.758,0.0,0.1,0.13,118.499,219246,1
5781,Tori Kelly,Minute To Myself,4tcwFu40r1dKOTEYjJJSnS,0,0.836,0.542,11,-6.598,1,0.0438,0.0232,0.0,0.103,0.77,91.004,215463,4
5782,Tori Kelly,Until Forever,5ocKmtBYJDMJBKGulozx8n,0,0.666,0.603,4,-7.486,0,0.0601,0.082,1.26e-05,0.0893,0.389,105.172,182938,4
5783,Tori Kelly,Pretty Fades,61scwpL04TL00QMv2EY9Tz,0,0.786,0.489,2,-8.741,1,0.207,0.0462,1.26e-06,0.0809,0.558,84.954,202195,4
5784,Wiz Khalifa,Getting Loose (feat. Problem),68Dn0JWMUBcc7iq7CAeWZ9,60,0.9,0.439,1,-6.505,1,0.241,0.111,0.0,0.0964,0.21,101.982,181844,4
5785,Tori Kelly,Until I Think Of You,6b7LnN8cHzvTBMhMevsT4L,0,0.55,0.396,0,-6.431,1,0.0432,0.296,2.68e-06,0.101,0.149,74.942,156871,4
5786,Tori Kelly,8/28/1997,6yN24wazJTbaep0fshEpIw,0,0.383,0.722,7,-12.133,1,0.48,0.683,0.0,0.393,0.252,125.118,76551,3
5787,Josh A,Save Me,72NaN3RE7AmrADLlqK194m,60,0.687,0.525,5,-8.468,0,0.0738,0.142,4.31e-05,0.117,0.389,77.02,181168,4
5788,Rexx Life Raj,Your Way,0HsOYWotxwbZbR8LXy3867,57,0.718,0.328,3,-10.958,0,0.0302,0.63,0.0,0.105,0.72,99.966,218909,4
5789,Freya Ridings,Blackout,4G9riegFbyX3uBZhCACDQh,60,0.324,0.176,6,-8.752,1,0.0302,0.848,6.58e-05,0.0924,0.182,139.793,174278,4
5790,Anderson .Paak,Reachin' 2 Much (feat. Lalah Hathaway),577g1tDBKntqev2lLDydxs,61,0.588,0.654,4,-4.76,0,0.0676,0.0009,4.88e-05,0.105,0.329,120.367,355492,4
5791,Retch,On Me (feat. ScHoolboy Q),190sgxVa3DPqGDiSj4CfwT,60,0.932,0.52,9,-11.64,1,0.393,0.0978,0.000124,0.099,0.405,99.097,135758,4
5792,Lil Durk,Extravagant (feat. Nicki Minaj),3NdVHmdW01RuPiOHSS5x38,57,0.758,0.537,6,-5.3,0,0.07,0.0126,0.0,0.119,0.279,121.996,284640,4
5793,Vansire,Metamodernity,61GiMDN1kUiEQK6zHGMdnx,58,0.822,0.544,5,-10.077,1,0.0358,0.389,0.165,0.108,0.826,121.968,162663,4
5794,Flo Milli,In The Party,2JF8KwK1hH7MWxKcFdTlcg,56,0.88,0.556,9,-6.544,1,0.333,0.00874,0.0,0.217,0.422,135.012,141088,4
5795,Monsta X,Disaster,64jsZ8zZKVb9itasZfSkNm,58,0.722,0.72,5,-5.653,1,0.162,0.325,0.0,0.176,0.718,105.975,219893,4
5796,Sanctus Real,Unstoppable God,6KDbGK0KTSlphddieru8h9,55,0.62,0.797,0,-5.827,1,0.0406,0.0603,0.0,0.0716,0.289,106.012,222400,4
5797,JayDaYoungan,Preach,6bbtMt4xjqgMRQ8o29LoB7,55,0.706,0.428,10,-11.963,0,0.452,0.109,0.0,0.14,0.331,77.428,160280,4
5798,Sara Bareilles,Orpheus,3sC62j1Cjeea5tAhcyGcs8,59,0.626,0.484,2,-7.94,1,0.0264,0.484,5.97e-05,0.0992,0.367,79.962,253395,4
5799,The Score,Rush,2xrW6sZRmahuSAQMxO4BmJ,61,0.7,0.703,7,-4.794,0,0.0308,0.0104,0.0,0.0981,0.338,90.018,176444,4
5800,The Highwomen,Loose Change,2cWVBN3jm1gm9ztho9Ca1E,57,0.586,0.709,11,-5.24,1,0.0547,0.282,0.0,0.165,0.451,93.297,142840,4
5801,Don Diablo,The Same Way,1Rmxhk9QkgjJAPifwkA4uM,67,0.619,0.71,4,-3.058,1,0.0403,0.136,0.0,0.151,0.359,124.106,184839,4
5802,Chance the Rapper,Photo Ops (Skit),10depzcgVJIbEJepVhblzF,58,0.707,0.403,9,-10.663,1,0.89,0.626,2.42e-06,0.727,0.631,106.861,75662,3
5803,D Smoke,The Game,1xb8nrmhO2nSxMo1nnikZ0,59,0.807,0.617,11,-8.788,0,0.288,0.28,0.0,0.0799,0.816,82.921,164819,4
5804,Phora,Set You Free,39ILSzRJftHifugfbfnsib,0,0.581,0.475,6,-13.256,1,0.216,0.324,0.0,0.105,0.512,83.931,145957,4
5805,Andrew Bird,Manifest,7oChm7YC5PS1NvEkRCgswG,60,0.631,0.619,0,-6.403,0,0.025,0.321,0.0,0.0658,0.417,100.258,317413,4
5806,Lary Over,Súbete - Remix,05WXONH3xdiHxSu5DhpiEn,65,0.825,0.815,10,-5.287,0,0.14,0.499,0.000634,0.677,0.861,116.014,294146,4
5807,bbno$,stucco,62L4TDK8myKixbBP1cLGRB,62,0.882,0.582,1,-7.2,1,0.22,0.129,0.00578,0.1,0.508,93.999,125106,4
5808,benny blanco,I Found You / Nilda’s Story (with Calvin Harris & Miguel),3eVuglKxN2sjoIGHAsFAge,63,0.337,0.241,6,-9.849,1,0.0527,0.94,0.0112,0.131,0.181,81.916,191465,5
5809,ATEEZ,WIN,6iaVgWHDlYxjjvj3PuKSQX,63,0.607,0.95,10,-4.134,0,0.249,0.0455,1.86e-06,0.354,0.458,145.101,202800,4
5810,Blood Orange,Benzo,09byaVBbIvJWJHdZEl4Sin,59,0.739,0.326,5,-10.376,0,0.0369,0.512,0.0515,0.137,0.273,97.354,150512,4
5811,Drake,Congratulations,3SnXwQUrvSacFziUYXTNKY,59,0.333,0.859,6,-2.286,1,0.148,0.0185,0.0,0.22,0.125,86.882,332530,5
5812,Ghostnaut,Boreal,46Y4Qz8yPvrWsg1iKSe9ZN,62,0.73,0.399,10,-8.386,1,0.0341,0.206,0.447,0.083,0.15,88.03,192571,4
5813,PRETTYMUCH,Blind,5NeHvs8ClxMHtqv8DHEK1X,60,0.448,0.761,3,-4.741,1,0.221,0.13,0.0,0.0823,0.333,149.687,201600,4
5814,BANNERS,Got It In You - Acoustic,4unF8ldGPeedLz8HRIvgxg,63,0.58,0.354,7,-5.722,1,0.0419,0.725,0.0,0.118,0.214,72.049,222267,4
5815,Aurélien Trigo,Headroom,0ZyO8ieWV63JiMAguidMHs,62,0.414,0.124,9,-20.631,1,0.0509,0.995,0.955,0.11,0.186,126.104,172590,4
5816,Prewitt Massé,Les glaçons qui pendent du toit,3d5DvDVcTHVNVawSpIRaAe,62,0.362,0.0536,2,-20.374,0,0.0526,0.995,0.925,0.108,0.215,81.415,104500,4
5817,Poppy,I Disagree,5vWo4ErhZVUmtVvQvNIWel,59,0.355,0.867,0,-4.596,1,0.0737,0.066,0.0,0.325,0.357,180.111,193500,4
5818,La Adictiva Banda San José de Mesillas,Escondidos,61EYS0IsjrEEfaIKdayWpO,64,0.711,0.472,2,-5.762,1,0.0291,0.184,0.0,0.198,0.677,122.965,191893,4
5819,Chief Keef,Hate Bein' Sober,7rEITfmVaYy2csQpJvh1Q5,0,0.82,0.47,8,-7.181,1,0.0458,0.00435,0.0,0.141,0.313,132.003,280173,4
5820,Becky G,SI SI,1x3up3nu4wFC1PCKpxddgh,62,0.902,0.65,1,-3.678,1,0.0443,0.141,0.0533,0.125,0.729,100.979,180213,4
5821,Jobii,Scootaloo,6pPdSiA17dUM773DCRFhUx,59,0.731,0.424,7,-6.664,0,0.259,0.36,0.000834,0.19,0.604,84.995,147110,4
5822,Sam Smith,How Do You Sleep? - Acoustic,2ZgUlizmH0VmOJzUwDchAf,69,0.584,0.285,1,-7.912,0,0.0315,0.616,0.0,0.101,0.517,81.856,205590,4
5823,Mamamoo,Gleam,4dOrfL6qgxnjCMSmkekFhB,65,0.772,0.782,1,-3.84,1,0.14,0.106,0.0,0.0769,0.651,117.957,184360,4
5824,Joe Young,Crack Babies 2.0,1DPkv64816uEKuX3sY1UF9,55,0.522,0.939,4,-2.601,0,0.366,0.229,0.0,0.101,0.627,84.05,360000,4
5825,Highly Suspect,The Silk Road (feat. Tee Grizzley),6P3g0TmetRTlEEoh5S1MWX,49,0.615,0.801,2,-6.153,1,0.108,0.00532,0.0,0.101,0.414,100.076,232078,4
5826,Miranda Lambert,"Fooled Around and Fell in Love (feat. Maren Morris, Elle King, Ashley McBryde, Tenille Townes & Caylee Hammack)",3P9mtsqs0J79yGVmVuAs4B,57,0.585,0.797,5,-4.892,1,0.0344,0.0131,5.89e-05,0.242,0.706,112.425,249573,3
5827,Destiny Rogers,Tomboy,5Ti3fqGTfjUsSdylFNy0Ng,60,0.644,0.645,0,-5.437,0,0.0557,0.423,0.00512,0.116,0.459,77.998,203446,4
5828,Carla Simmons,Part of Your World,10P1THgSCHhNJHHIyuX4qa,62,0.217,0.0385,5,-24.451,1,0.0563,0.992,0.904,0.111,0.0744,207.053,238000,4
5829,Blaze,Get Loose,2vlVGelTcX3F7lythTb0Bh,60,0.737,0.667,9,-4.902,0,0.0583,0.0864,0.0,0.133,0.658,149.04,157884,4
5830,Zachary Patel,Elfreth’s Alley,56kV0SkieRGfY4HUAGIsCM,63,0.385,0.0806,11,-25.304,1,0.0372,0.991,0.962,0.103,0.269,94.112,136250,4
5831,Los De Guamuchil,Extasis (feat. Omar Ruiz),6m4hR7lJ46KHj7Lwro6Niq,58,0.531,0.605,6,-3.331,0,0.0405,0.498,0.0,0.313,0.784,185.083,176001,3
5832,Solange,Dreams,0deHsjyrgcKGMZzIuvawq3,59,0.661,0.368,5,-7.342,0,0.0727,0.827,0.249,0.111,0.211,112.891,148253,4
5833,Pink Sweat$,Coke & Henny Pt. 1,0Njj8da23AV97wrQTrP577,55,0.859,0.287,10,-12.85,0,0.0515,0.469,3.01e-06,0.0852,0.853,129.954,149539,4
5834,G93,Lullaby,3aabeAsSipceKNJBt1YylN,58,0.721,0.0427,3,-15.59,0,0.129,0.952,0.948,0.103,0.548,80.053,220000,4
5835,Calibre 50,Sólo Tú,0qsalPjF8AzMdkxjnGXttQ,64,0.736,0.489,0,-5.458,1,0.0326,0.239,2.58e-06,0.111,0.838,83.111,193933,4
5836,Mica Goldberg,Here I go again,5SULv9bjqBoSYSDxANCO5E,62,0.444,0.0916,7,-19.149,1,0.0577,0.994,0.938,0.0997,0.334,137.1,268134,4
5837,Rich Music LTD,Feel Me,6KeweE0BlXx3AtjMKhBLaz,70,0.769,0.747,11,-4.56,0,0.127,0.12,7.48e-06,0.0417,0.807,81.034,300267,4
5838,Yandel,Te Amare,0FZHtd4koAwOygHbltSYxV,64,0.764,0.613,9,-5.628,0,0.0355,0.0662,0.000507,0.127,0.253,97.036,241813,4
5839,Marshmello,Down,7DyYqU6pn8blguCw3S377E,62,0.677,0.947,1,-3.814,1,0.0538,0.0014,0.0688,0.0712,0.798,142.008,153000,4
5840,Delacey,The Subway Song,3MIMKvXfK4bqkJ2wteG5Jq,63,0.58,0.662,0,-6.208,1,0.0594,0.124,0.000139,0.138,0.403,108.048,241854,4
5841,Badflower,Promise Me,5TU1cWjUGyVKjSnIIxRSEf,58,0.591,0.797,2,-4.675,0,0.0297,0.00462,1.3e-06,0.137,0.351,104.014,229667,4
5842,Farid Bang,Maghreb Gang (feat. French Montana & Khaled),1IBUPdwV9TvaipSODdt8QY,73,0.738,0.568,8,-5.341,1,0.186,0.0246,0.0,0.146,0.399,99.933,159800,4
5843,Payton Smith,Like I Knew You Would,0p16vTKfS8UpdZJqfaKMCB,57,0.641,0.929,2,-5.287,1,0.0709,0.122,0.000632,0.129,0.551,101.991,182235,4
5844,grandson,Darkside,3JyvSSU0VnlMUsQckyEVfX,61,0.497,0.701,7,-6.834,1,0.119,0.000568,0.000287,0.352,0.18,76.918,229531,4
5845,Becky G,Secrets,5pAaXHSlxNLfS6RQBrpjm5,62,0.715,0.521,0,-6.716,1,0.0864,0.537,0.0,0.0759,0.429,104.989,226374,4
5846,tobi lou,Waterboy,1zEbNKskIXJrLnuw5riAYO,57,0.781,0.679,1,-6.459,1,0.0447,0.0854,0.0,0.138,0.511,129.98,191883,4
5847,Hobo Johnson,Moonlight,5AeZO6QPs0sZtKvfOwSzvh,57,0.531,0.698,7,-7.986,1,0.547,0.0181,0.0,0.296,0.679,68.256,167915,4
5848,E-40,1 Question,2dLWb2s1QtgpzAGOaBVa0h,55,0.61,0.676,2,-6.521,1,0.132,0.158,0.0,0.0961,0.464,90.028,250081,4
5849,Trill Clinton,Peace Sign,5ZVDsZ80Gzhv9FxuLw286N,55,0.702,0.499,11,-11.538,0,0.0638,0.159,0.000345,0.346,0.419,120.087,63164,4
5850,ScHoolboy Q,Die Wit Em,4HWQFfYzolhGISAqveJYo9,58,0.913,0.55,11,-7.013,1,0.149,0.00564,0.000644,0.118,0.156,132.019,189120,4
5851,Tryhardninja,Revenge - Remix,2GO3CaepDf3I1UcdPNCWbv,62,0.742,0.713,7,-6.552,0,0.0577,0.0718,0.0,0.689,0.476,119.919,262500,4
5852,Young Dolph,Crashin' Out,4LZ2Tn1XPRoy70IeEm7peM,56,0.908,0.722,1,-5.47,1,0.272,0.067,0.0,0.0696,0.787,148.013,174613,4
5853,Clairo,Sis,6Qoz4HdYCIzQCmEd8ARYWP,59,0.511,0.512,4,-9.091,1,0.0331,0.545,0.93,0.116,0.159,120.159,136281,4
5854,Nightly,Twenty Something - Stripped Sessions,0qxRmtTovuLU4VBz5y4DsJ,62,0.598,0.429,8,-11.145,1,0.0368,0.107,0.00936,0.0849,0.0568,99.933,261527,4
5855,Weyes Blood,Andromeda,3NQMi6VzmxmKeqhcbE02WI,61,0.463,0.462,1,-7.94,0,0.0272,0.367,0.0012,0.356,0.189,131.273,280187,4
5856,The Driver Era,Feel You Now,7IszHUVvLUq9aHzoHFfgrG,58,0.535,0.724,7,-5.192,1,0.191,0.102,0.000121,0.207,0.501,180.077,258477,4
5857,Highly Suspect,Taking Off,4ryTSx4SdJRlYgBei20UEP,49,0.649,0.502,2,-7.516,1,0.042,0.0289,1.02e-05,0.345,0.271,150.161,209447,4
5858,Bad Wolves,Sober,0cqXXyYVBPinGEDkTN1CFx,61,0.456,0.813,6,-6.663,1,0.047,0.0111,0.0,0.174,0.619,157.031,195477,4
5859,The Maine,Numb Without You,0cQeMDP32n10nUYoqazNiD,59,0.618,0.798,0,-4.742,1,0.0423,0.00455,0.0,0.163,0.534,113.997,212857,4
5860,Nokiaa,Love and Fear,2yZLrdAVKZXS6dhWtnheXw,60,0.596,0.562,6,-15.188,0,0.396,0.111,0.867,0.0982,0.635,80.069,133500,4
5861,bbno$,doubles,79BTZzQWsFBGuz6otfJDU4,60,0.878,0.706,1,-6.828,1,0.215,0.209,0.000571,0.0762,0.465,132.027,145455,4
5862,Steve Aoki,Are You Lonely,3cH2reyyuhl69KIHuuUKhv,72,0.517,0.793,6,-5.851,0,0.0367,0.0214,0.00046,0.0892,0.176,90.06,157333,4
5863,Sergio Díaz De Rojas,Waltz,1N8QlsZ8q16cmdGqlKVWpv,61,0.463,0.0904,1,-25.123,0,0.0459,0.995,0.944,0.0929,0.122,119.337,108002,3
5864,YungManny,Moana,2vhHrCZqTtZO7GrUJ18pTH,58,0.827,0.693,8,-8.183,1,0.539,0.318,0.0,0.126,0.47,130.027,155062,4
5865,Zhavia Ward,17,3iyxVqVFcGPYd96fkunrAk,63,0.707,0.52,6,-7.572,0,0.0749,0.204,0.0,0.408,0.491,90.012,166000,4
5866,Angels & Airwaves,Rebel Girl,1EEt3kxO1yZSZd13DqvT8f,60,0.582,0.946,0,-3.801,1,0.034,9.66e-05,0.00129,0.251,0.806,124.986,226008,4
5867,Mansionair,Easier,6VfLQ8dYSnnY13DpDSMfuq,63,0.47,0.482,6,-6.999,1,0.0435,0.202,0.0419,0.0746,0.212,117.448,272681,4
5868,Tee Grizzley,Heroes,1IAPIifAKFaOxVHRRR4FlM,56,0.9,0.783,2,-6.206,1,0.214,0.0316,0.000328,0.142,0.539,147.994,174730,4
5869,Charlie Brown Jr.,Tudo Que Ela Gosta De Escutar,6HUSThsR7MJggbmlWgeYCY,0,0.859,0.662,5,-2.611,0,0.0472,0.118,1.67e-05,0.0246,0.915,115.384,176067,4
5870,Boogie,Self Destruction,5pdon0TCPmACVq1ehsGboy,57,0.967,0.59,8,-6.046,1,0.0874,0.105,0.0,0.1,0.797,120.028,160067,4
5871,Dylan Schneider,Hometown Heartless,36nX8hRrRPfbJ8vaNgKrjz,56,0.554,0.752,9,-5.837,1,0.0365,0.0261,0.0,0.144,0.523,73.988,205419,4
5872,JayDaYoungan,Spray For Me,4KDxH2FhaBbWJWys7IzEoc,55,0.698,0.433,1,-12.081,1,0.351,0.00283,0.0,0.061,0.476,158.081,183562,4
5873,Josh Baldwin,Let the Redeemed,5gQINDMRCts4pxN6OhDabF,57,0.461,0.848,9,-4.947,1,0.035,0.11,1.37e-05,0.22,0.726,159.974,218173,4
5874,Milly,Date Tu Guille,5wBk1Z7mndjgTMOQ70lt8J,68,0.754,0.847,11,-3.479,1,0.0784,0.15,0.0,0.207,0.444,100.047,311787,4
5875,Víkingur Ólafsson,Prelude In G Major,70FROKEHubzMxSstCgaZZl,61,0.314,0.0249,7,-34.402,1,0.0469,0.995,0.938,0.0914,0.238,102.328,234880,5
5876,Beyoncé,Single Ladies (Put a Ring on It) - Homecoming Live,071lw34NhXIV26mskQZ4MB,62,0.639,0.93,9,-6.626,1,0.168,0.00563,0.0,0.956,0.573,96.944,207209,4
5877,Hunter Hayes,One Shot,7ujW5DGryDJwFQpYqrtulh,56,0.699,0.741,4,-5.729,1,0.0573,0.0491,0.0,0.114,0.932,120.065,150893,4
5878,Melii,See Me,4eTpR71VWfTee42OKPaQcz,57,0.44,0.575,4,-7.53,0,0.29,0.51,0.0,0.176,0.215,169.893,140353,4
5879,Ekali,Be Fine (feat. Wafia),5jR7e3KPKVq54PC63Bcgky,60,0.51,0.675,0,-6.717,0,0.145,0.199,0.0,0.35,0.439,180.094,159661,4
5880,Crumb,Part III,4HDLmWf73mge8isanCASnU,58,0.426,0.505,1,-8.779,1,0.0292,0.197,0.856,0.236,0.172,116.033,222920,4
5881,Monsta X,See You Again,76rHDnBFEZ7J8WbyXznQSI,57,0.566,0.903,7,-2.84,1,0.0629,0.15,0.0,0.17,0.383,114.085,197627,4
5882,Riley Green,Hard To Leave,5q5pDqPzNjMK0jnlLb9vU4,55,0.547,0.526,2,-5.985,1,0.0273,0.0189,0.0,0.117,0.345,141.951,215373,4
5883,Boombox Cartel,NEW WIP,6rv93pYJSTtReQIuwcCYvm,58,0.734,0.826,11,-3.151,1,0.301,0.0126,0.0,0.145,0.313,149.926,186400,4
5884,Dreezy,Chanel Slides (feat. Kash Doll),0Q7oKGmOMygeemUaUr6lYJ,57,0.809,0.535,1,-6.186,1,0.058,0.0057,0.0,0.301,0.226,146.224,174177,4
5885,UMI,Sukidakara,2oTIWCSde6YtYK4rvvIFi2,52,0.744,0.475,2,-9.449,0,0.0283,0.342,0.00345,0.107,0.22,86.992,159667,4
5886,Blueface,Dirt Bag,7yCO4kUbxtkPRPYdPDBSF6,58,0.953,0.441,1,-7.703,1,0.595,0.00304,0.00083,0.109,0.15,109.948,133507,4
5887,Felipe Araújo,Amor Da Sua Cama - Ao Vivo,1Q3KlYDW247KOTl7C9gNhL,0,0.384,0.868,3,-3.935,0,0.0834,0.121,0.0,0.975,0.72,167.961,191936,4
5888,Felipe Araújo,A Mala É Falsa - Ao Vivo,343RMZxzGjyKibnYi6i0O0,0,0.661,0.736,8,-4.264,1,0.0329,0.486,0.0,0.438,0.687,129.952,183680,4
5889,Comethazine,HIPPOPOTAMUS,43eGOMROgyl9EhKHBMgtim,57,0.805,0.778,9,-6.279,1,0.0889,0.254,0.0,0.156,0.969,139.828,102979,4
5890,EMO-G,Carnival (Short),4T9ofDAtwIYVEJISkzl06w,55,0.768,0.617,8,-7.977,1,0.0406,0.0423,0.789,0.296,0.225,156.9,44331,4
5891,Fjodor Stanislavskij,Onega,5GJFGpVrgyzr3pkec3thJo,63,0.434,0.0801,10,-30.208,1,0.0378,0.988,0.943,0.114,0.67,116.083,151000,4
5892,Evanescence,Bring Me To Life,0cCdhQBQVI7lU5Mj1VeTu1,0,0.331,0.943,4,-3.188,0,0.0698,0.00721,2.06e-06,0.242,0.296,94.612,235893,4
5893,Evanescence,My Immortal,11XQvS1PUxOWpMNUqIm6A1,0,0.19,0.265,9,-9.206,1,0.0356,0.863,0.0,0.134,0.101,79.012,262533,4
5894,Evanescence,Everybody's Fool,2WcTLrlpQaTZNo5q3cdgLt,0,0.437,0.835,2,-5.076,0,0.0405,0.00145,2.27e-05,0.245,0.296,95.111,195880,4
5895,Minnie Wester,Remember Me,6TWc9jqstUEB6EGTE2i0R5,62,0.483,0.179,0,-16.112,1,0.0626,0.995,0.909,0.134,0.161,130.039,222994,4
5896,Rich Music LTD,Me Pregunta,5FptA2XD8XJSC7nepL7OL5,70,0.495,0.63,5,-6.088,1,0.355,0.62,0.0,0.185,0.789,173.615,245773,4
5897,Waterparks,Turbulent,4C7Ro4U7iUYwAYIbCuxOqL,59,0.536,0.839,4,-5.003,0,0.164,0.0242,0.0,0.136,0.228,171.934,162577,4
5898,Ruben Galloway,The Inner World,7epEaJZ5mRAZ4Mou1EvsAu,63,0.553,0.0341,0,-22.62,1,0.0648,0.991,0.954,0.143,0.183,96.186,202357,3
5899,Verzache,Cable,7fApbiVxhaqfOsHMIvLqc3,58,0.776,0.392,7,-10.91,1,0.0651,0.573,0.00291,0.107,0.225,99.928,168000,4
5900,Iggy Azalea,Lola,539Q6w1M6ANei113ruJ77g,0,0.77,0.564,10,-9.051,1,0.18,0.0166,0.0,0.145,0.449,141.816,233081,4
5901,Saweetie,Emotional (feat. Quavo),4rrFGOdnreypzg6ux5mdPh,59,0.791,0.655,5,-7.413,0,0.277,0.0249,1.5e-05,0.0614,0.526,184.091,190429,4
5902,The Avett Brothers,High Steppin',099L0yzX4UHJip4WwfxluS,56,0.652,0.617,9,-5.152,1,0.099,0.0722,0.0,0.0983,0.134,85.637,201453,4
