artist_name,track_name,track_id,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,rating
Johann Sebastian Bach,"Mer hahn en neue Oberkeet, BWV 212 ""Peasant Cantata"": No. 21, Und damit sei es auch genug",2iLJrI3YYEX60f8YqE99vw,0,0.609,0.271,1,-19.762999999999998,1,0.0948,0.9159999999999999,0.0,0.659,0.496,86.024,15720,3,Basic
Johann Sebastian Bach,"Erfreute Zeit im neuen Bunde, BWV 83: 1. Arie (Alt) - Erfreute Zeit im neuen Bunde - Live",2iXwp6Sgl06Hs0Mgs3lPDM,4,0.48100000000000004,0.183,4,-20.272000000000002,1,0.0438,0.9690000000000001,0.0129,0.386,0.536,90.863,401862,4,Basic
Johann Sebastian Bach,"Suite for Solo Cello No. 3 in C Major, BWV 1009: 5. Bourrée I-II",2q3uuUGUlZQFaFWB1W40wK,0,0.37799999999999995,0.0382,7,-31.921999999999997,1,0.0413,0.88,0.7040000000000001,0.14800000000000002,0.777,80.61,215413,4,Basic
Johann Sebastian Bach,"Partita No. 6 in E Minor, BWV 830: I. Toccata",2sZtCiwQ0UpQYNswNURdvU,0,0.33,0.0796,4,-25.465,0,0.0491,0.993,0.909,0.11699999999999999,0.133,104.395,572000,4,Basic
Johann Sebastian Bach,"Was mir behagt, ist nur die muntre Jagd, BWV 208 ""Hunt Cantata"": No. 10, So stimmt mit ein",2vhOaW0r8LIT1fdXeTtXx0,0,0.0,0.0253,4,-22.223000000000003,1,0.0,0.912,0.0,0.18,0.0,0.0,12613,0,Basic
Johann Sebastian Bach,"Schwingt freudig euch empor, BWV 36c: No. 8, Bei solchen freudenvollen Stunden",3DetXO2TbiZmBzzdaMxy3A,0,0.551,0.0288,10,-29.892,0,0.0715,0.8320000000000001,0.0,0.115,0.309,114.258,22107,5,Basic
Johann Sebastian Bach,"Partita No. 4 in D Major, BWV 828: II. Allemande",3KKQXuVnuELgpuzWX2ZiPE,0,0.207,0.0152,2,-36.159,1,0.0475,0.9940000000000001,0.885,0.0794,0.163,84.682,697027,4,Basic
Johann Sebastian Bach,"Partita No. 6 in E Minor, BWV 830: III. Courante",3NFV2XUBjedG0srHKERWSu,0,0.369,0.138,4,-22.895,0,0.0339,0.9940000000000001,0.888,0.191,0.498,78.59100000000001,267480,4,Basic
Johann Sebastian Bach,"Partita No. 3 in A Minor, BWV 827: V. Burlesca",3Pb8vLHMWeLlmZbySeh4m4,0,0.361,0.139,9,-27.284000000000002,0,0.0347,0.9940000000000001,0.893,0.142,0.561,127.514,116453,3,Basic
Johann Sebastian Bach,"Erfreute Zeit im neuen Bunde, BWV 83: 3. Arie (Tenor) - Eile, Herz, voll Freudigkeit - Live",3bIqOSW9NMrPiSnvnIJInj,3,0.39899999999999997,0.18899999999999997,4,-21.996,1,0.0472,0.965,0.076,0.379,0.53,64.402,364542,4,Basic
Johann Sebastian Bach,"Harpsichord Concerto in D Major, BWV 1053: I. Allegro (Arr. for Violin)",4BF3NRHOdra4nIoP8OjnvB,0,0.508,0.35200000000000004,1,-12.548,1,0.0375,0.856,5.47e-05,0.107,0.816,93.771,463387,4,Basic
Johann Sebastian Bach,"Suite for Solo Cello No. 2 in D Minor, BWV 1008: 1. Prélude",4DF0AtVAA3VnpJ0WneiQd2,0,0.0885,0.0461,2,-27.784000000000002,0,0.0432,0.785,0.755,0.147,0.261,84.446,199640,3,Basic
Johann Sebastian Bach,"Non sa che sia dolore, BWV 209: No. 4, Tuo saver al tempo e l'eta contrasta",4J9xpA7mhfBn6cULJB66Z4,0,0.627,0.248,10,-15.97,0,0.0698,0.925,2.37e-05,0.465,0.556,97.959,26573,4,Basic
Johann Sebastian Bach,II. Andante,4LVt1juEgZSq658MLTvnFF,0,0.304,0.0405,2,-24.41,0,0.0313,0.977,0.515,0.107,0.17800000000000002,74.929,177560,4,Basic
Johann Sebastian Bach,"Partita No. 4 in D Major, BWV 828: VI. Menuet",4QXZBwlF3rYtoebZ11jK5F,0,0.35200000000000004,0.0803,2,-27.24,1,0.0391,0.9840000000000001,0.9470000000000001,0.12,0.644,96.194,86973,4,Basic
Johann Sebastian Bach,"Weichet nur, betrübte Schatten, BWV 202 ""Wedding Cantata"": No. 8, So wei das Band der keuschen Liebe",4WEMNfXvs40dq9XhH7zIvG,0,0.507,0.0278,6,-21.305,1,0.0726,0.883,0.0,0.207,0.81,109.979,27813,1,Basic
Johann Sebastian Bach,"Partita No. 2 in C Minor, BWV 826: II. Allemande",4mnhOcdH5Rj9UDJi2sDiXm,0,0.289,0.10800000000000001,0,-28.065,0,0.0431,0.9940000000000001,0.894,0.184,0.21600000000000003,113.43299999999999,283933,4,Basic
Johann Sebastian Bach,"Partita No. 5 in G Major, BWV 829: VII. Gigue",4wHJUFpYukd7yogyyO0UpV,0,0.268,0.544,6,-19.680999999999997,1,0.0314,0.96,0.9620000000000001,0.19,0.97,97.69200000000001,139249,3,Basic
Johann Sebastian Bach,XIII. Suscepit Israel,592QmvgtzXzyzwHdxqZM9L,0,0.22899999999999998,0.0738,11,-21.955,0,0.0604,0.9940000000000001,0.000173,0.146,0.162,129.77100000000002,115933,3,Basic
Johann Sebastian Bach,"Partita No. 1 in B-Flat Major, BWV 825: III. Courante",5MT1uMuGowmb7YFWsMTVEp,0,0.19699999999999998,0.32799999999999996,10,-20.915,1,0.043,0.987,0.934,0.11800000000000001,0.7,97.186,171613,4,Basic
Johann Sebastian Bach,"Mer hahn en neue Oberkeet, BWV 212 ""Peasant Cantata"": No. 13, Im Ernst ein Wort!",5O0spy26OEebxjE4C0tIro,0,0.605,0.14400000000000002,1,-21.143,1,0.135,0.9690000000000001,0.0,0.11699999999999999,0.42100000000000004,118.98299999999999,22880,3,Basic
Johann Sebastian Bach,"Suite for Solo Cello No. 2 in D Minor, BWV 1008: 2. Allemande",5VU33jcrXcmxT0khLZbEYy,0,0.185,0.0336,4,-27.513,0,0.0457,0.8140000000000001,0.586,0.326,0.409,113.679,194840,4,Basic
Johann Sebastian Bach,"Partita No. 2 in C Minor, BWV 826: III. Courante",5aunRNVx0iRjsRwwFq3nmW,0,0.306,0.242,0,-21.613000000000003,0,0.0362,0.987,0.932,0.115,0.7040000000000001,67.426,131853,4,Basic
Johann Sebastian Bach,"Partita No. 6 in E Minor, BWV 830: II. Allemande",5ddgIYqgKeqNDQ1XrhPbvr,0,0.312,0.0644,4,-27.805999999999997,0,0.0422,0.993,0.8690000000000001,0.0869,0.249,86.182,248960,4,Basic
Johann Sebastian Bach,"Suite for Solo Cello No. 5 in C Minor, BWV 1011: 5. Gavotte I-II",5fU4Inynzss0hEbh0EjXeU,0,0.353,0.0362,0,-28.912,0,0.0402,0.9279999999999999,0.94,0.10400000000000001,0.513,62.114,292800,4,Basic
Johann Sebastian Bach,"Partita No. 5 in G Major, BWV 829: III. Courante",5nVA2D1brpzl9iKfBiHNms,0,0.27899999999999997,0.462,1,-24.244,1,0.032,0.9490000000000001,0.882,0.259,0.981,102.01700000000001,62956,3,Basic
Johann Sebastian Bach,"Partita No. 6 in E Minor, BWV 830: IV. Air",5s8MH80nKpao4L5K0lo7Fx,0,0.52,0.249,4,-22.843000000000004,0,0.0385,0.9940000000000001,0.8909999999999999,0.135,0.8590000000000001,95.36200000000001,82400,4,Basic
Johann Sebastian Bach,"Partita No. 5 in G Major, BWV 829: II. Allemande",5v8wyIVkqc3SEGbUICfpNI,0,0.251,0.295,6,-22.313000000000002,1,0.0376,0.9309999999999999,0.6890000000000001,0.0614,0.769,116.57,187862,4,Basic
Johann Sebastian Bach,"Partita No. 2 in C Minor, BWV 826: VI. Capriccio",5xmQ4TLNaWmUFg5bHNF6sl,0,0.415,0.379,0,-20.009,0,0.0316,0.987,0.8909999999999999,0.13,0.8440000000000001,130.121,188320,4,Basic
Johann Sebastian Bach,"Mer hahn en neue Oberkeet, BWV 212 ""Peasant Cantata"": No. 23, Mein Schatz, erraten!",64p0KNmVfgm7Dyur1BQ7wc,0,0.598,0.244,6,-19.349,1,0.324,0.882,0.0,0.27899999999999997,0.812,56.711000000000006,29653,3,Basic
Johann Sebastian Bach,"Partita No. 4 in D Major, BWV 828: III. Courante",682txnSPRwiXWqpYH1aVNF,0,0.242,0.069,2,-28.959,1,0.0353,0.987,0.9109999999999999,0.106,0.534,140.953,211240,4,Basic
Johann Sebastian Bach,"Suite for Solo Cello No. 6 in D Major, BWV 1012: 1. Prélude",6MfuvDdZiewhmqKXMafH2W,0,0.278,0.0712,2,-25.109,1,0.051,0.973,0.218,0.161,0.606,83.04,268133,4,Basic
Johann Sebastian Bach,"Suite for Solo Cello No. 2 in D Minor, BWV 1008: 6. Gigue",6YpAzT0MhOxawWWtG4CAqT,0,0.39399999999999996,0.0569,2,-29.578000000000003,0,0.036000000000000004,0.83,0.9440000000000001,0.32299999999999995,0.746,99.725,78907,4,Basic
Johann Sebastian Bach,"Partita No. 5 in G Major, BWV 829: IV. Sarabande",6YxXH7QTNXaGvSxNyyEDdG,0,0.385,0.13,6,-22.938000000000002,1,0.0413,0.8390000000000001,0.36200000000000004,0.127,0.441,117.322,143196,4,Basic
Johann Sebastian Bach,"Partita No. 1 in B-Flat Major, BWV 825: II. Allemande",6dMfXm1hgQO1zblk2YqWc6,0,0.34600000000000003,0.313,7,-21.445999999999998,0,0.0454,0.987,0.8959999999999999,0.11800000000000001,0.9009999999999999,124.92,151840,4,Basic
Johann Sebastian Bach,"Partita No. 2 in C Minor, BWV 826: IV. Sarabande",6erk8agcHZTapIFxmikDgy,0,0.308,0.079,3,-29.398000000000003,1,0.06,0.995,0.8740000000000001,0.0876,0.193,179.608,222587,4,Basic
Johann Sebastian Bach,"Partita No. 2 in C Minor, BWV 826: V. Rondeau",6iOvfqvAo0Yq6jPhn1YaIE,0,0.335,0.222,0,-22.28,0,0.0373,0.9890000000000001,0.883,0.11699999999999999,0.894,126.846,80320,1,Basic
Johann Sebastian Bach,"Erfreute Zeit im neuen Bunde, BWV 83: 4. Rezitativ (Alt)- Ja, merkt dein Glaube noch viel Finsternis - Live",6uQNbVh2cq12zcDXKzQHqy,2,0.442,0.0428,8,-24.773000000000003,1,0.0561,0.985,6.19e-06,0.154,0.237,95.72,39768,5,Basic
Johann Sebastian Bach,"Weichet nur, betrübte Schatten, BWV 202 ""Wedding Cantata"": No. 2, Die Welt wird wieder neu",75l6e4GLciYHQKiSMsk5IX,0,0.41,0.0193,11,-23.186,1,0.0564,0.9540000000000001,0.0,0.287,0.32299999999999995,138.246,28640,4,Basic
Johann Sebastian Bach,"Erfreute Zeit im neuen Bunde, BWV 83: 2. Arie und Rezitativ (Bass) - Herr, nun lässest du deinen Diener in Friede fahren - Live",7KBsCdyVrx3kA0CUvMJfgq,3,0.16,0.0579,11,-26.639,0,0.0452,0.9570000000000001,0.00449,0.109,0.306,85.274,248582,3,Basic
Johann Sebastian Bach,"Partita No. 4 in D Major, BWV 828: IV. Aria",7MngGry7S5DUDs6jedgIgN,0,0.381,0.265,2,-25.903000000000002,1,0.0391,0.991,0.9159999999999999,0.10400000000000001,0.897,111.375,122227,4,Basic
Johann Sebastian Bach,"Suite for Solo Cello No. 1 in G Major, BWV 1007: 5. Menuet I-II",7aDnvfWxKL2ZUP072FFX9d,0,0.294,0.0338,7,-30.439,1,0.0455,0.8059999999999999,0.86,0.40700000000000003,0.502,122.512,189000,5,Basic
Johann Sebastian Bach,"Partita No. 5 in G Major, BWV 829: VI. Passepied",7bIpBHC37eMRrwmumyfjBS,0,0.441,0.322,6,-20.658,1,0.0309,0.95,0.884,0.125,0.965,133.616,68622,3,Basic
Johann Sebastian Bach,"Mer hahn en neue Oberkeet, BWV 212 ""Peasant Cantata"": No. 17, Das klingt zu liederlich",7dxfe5bJdtuvP6XDHcwcY0,0,0.5589999999999999,0.147,8,-19.09,1,0.107,0.941,0.0,0.39399999999999996,0.6609999999999999,61.586000000000006,18733,4,Basic
Johann Sebastian Bach,"Partita No. 4 in D Major, BWV 828: VII. Gigue",7jv4EEGBiAzyQrbCg37Ejo,0,0.225,0.153,2,-27.686,1,0.0369,0.9840000000000001,0.884,0.0829,0.802,130.327,206573,5,Basic
Johann Sebastian Bach,"Partita No. 4 in D Major, BWV 828: V. Sarabance",7kdeaDF4yfF89CYUMzL1ft,0,0.17600000000000002,0.0318,2,-36.611999999999995,1,0.0495,0.993,0.905,0.0734,0.225,81.267,386787,4,Basic
Johann Sebastian Bach,"Mer hahn en neue Oberkeet, BWV 212 ""Peasant Cantata"": No. 5, Der Herr ist gut: Allein der Schosser",7m6SzXeEz8LJebF5PYMNQn,0,0.524,0.2,1,-23.438000000000002,1,0.321,0.8640000000000001,0.0,0.852,0.515,124.92299999999999,23973,3,Basic
Johann Sebastian Bach,"Geschwinde, ihr wirbelnden Winde, BWV 201: No. 6, Pan, rücke deine Kehle nun",7sfbZOHAxqMB3zWoHyTfu7,0,0.527,0.132,0,-21.108,0,0.215,0.937,0.0,0.124,0.313,134.405,20373,4,Basic
Johann Sebastian Bach,"Suite for Solo Cello No. 3 in C Major, BWV 1009: 2. Allemande",7wByaCZ4von6Rt6yPISdCx,0,0.43799999999999994,0.0489,0,-29.304000000000002,1,0.0379,0.917,0.8490000000000001,0.168,0.9209999999999999,122.979,100000,4,Basic
Lil Taco,Sand Baebees 2,0iHKUzrBeeIgkFsi4h3SHK,63,0.8859999999999999,0.7240000000000001,8,-7.382999999999999,0,0.408,0.157,1.3000000000000001e-05,0.14400000000000002,0.682,74.95,152457,4,Basic
Ellie Goulding,Sixteen - Don Diablo Remix,3jwQwGVERUXo7eaAgL1xAo,68,0.493,0.773,5,-3.7910000000000004,0,0.157,0.429,7.07e-06,0.0807,0.301,123.149,193548,4,Basic
Chris Brown,Emerald / Burgundy (feat. Juvenile & Juicy J),3AV5GK7R0dZa0HTwDg8yDU,61,0.446,0.743,1,-6.068,0,0.155,0.10300000000000001,1.9699999999999998e-05,0.106,0.4,87.49,399320,4,Basic
Jerry Di,Verano En París,3J1zbyaI1m4t8oRGgF56oi,71,0.674,0.732,11,-5.197,1,0.18600000000000003,0.0331,0.0,0.107,0.28300000000000003,96.132,204907,4,Basic
EDEN,909,4k5X2O5IMrlG4bwzxv40W6,63,0.462,0.512,8,-7.881,0,0.0324,0.35,0.00229,0.171,0.22699999999999998,91.945,258040,3,Basic
Noah Jacob,A Million Dreams,6s8eJYbzaALB1eLP1czQED,65,0.38299999999999995,0.0235,7,-24.505,1,0.0393,0.9940000000000001,0.899,0.094,0.106,104.404,271842,4,Basic
Junior H,El AK,5TcrOVydCIXJnEVBOcd4c0,52,0.41700000000000004,0.667,6,-5.681,0,0.0604,0.048,6.85e-06,0.20199999999999999,0.39,66.642,228636,4,Basic
Ed Sheeran,Beautiful People (feat. Khalid) - NOTD Remix,6J7WMB5GII6pEOzy687jhO,68,0.7020000000000001,0.794,3,-5.912999999999999,1,0.0562,0.00715,4.5600000000000004e-05,0.11,0.37,103.97200000000001,162081,4,Basic
Steven Universe,"Let Us Adore You (feat. Christine Ebersole, Lisa Hannigan, Patti LuPone & Zach Callison)",2eJ3PzvXQE0HolbeB7JdyA,61,0.57,0.24100000000000002,2,-14.864,1,0.0618,0.698,0.0,0.32,0.654,119.13,60272,3,Basic
Alex Rose,Control,1xmX0SrtBo3ArqP521N5aG,65,0.598,0.611,6,-5.558,1,0.262,0.366,0.0,0.302,0.16399999999999998,200.05700000000002,224788,4,Basic
Sandronyc,De Los Besos Que Te Di,1Jt4VUK3aUpfVbvVV02PLt,57,0.778,0.79,1,-4.859,1,0.0428,0.0629,0.0,0.0929,0.9159999999999999,118.992,222101,4,Basic
Two Feet,You?,4KZmeozm1jZ3nr0zfylVqb,66,0.5770000000000001,0.833,8,-5.9110000000000005,1,0.0532,0.33399999999999996,0.047,0.0627,0.166,104.95700000000001,168613,3,Basic
TOMORROW X TOGETHER,Our Summer,3qbHA5vvQj249vmnhcTxQV,65,0.7390000000000001,0.5710000000000001,7,-5.537000000000001,1,0.0323,0.0028,0.0,0.165,0.24600000000000002,107.98,210280,4,Basic
LOOΠΔ,Butterfly,5jhYykolbcG1T9wZSyvhp5,66,0.5820000000000001,0.866,7,-4.138999999999999,0,0.0414,0.0427,0.00014,0.126,0.35100000000000003,107.021,237756,4,Basic
Angels & Airwaves,Kiss & Tell,2YZrjrLRMfGdyue73N6BLY,62,0.441,0.872,2,-4.168,1,0.0551,0.00365,0.0,0.0819,0.258,170.015,248166,4,Basic
Lupe Fiasco,Hey Lupe,5eX3Hy8pyDku26UGknYPrN,55,0.7,0.9309999999999999,7,-3.972,1,0.31,0.0896,0.0,0.364,0.631,88.633,249944,4,Basic
Vampire Weekend,2021,6UryEVkqPDLliZOG4UmFi9,61,0.815,0.284,0,-7.057,1,0.0427,0.867,0.00105,0.0987,0.449,73.785,98347,4,Basic
Nio Garcia,Mírame,36dhj3CSJ2gsED35rBswno,69,0.775,0.787,1,-4.488,1,0.11,0.0613,0.00015900000000000002,0.0916,0.665,175.993,317440,4,Basic
Sam DeRosa,"Pill for This - From ""Songland""",7IQlF0sWkkztpejeIKnftW,58,0.397,0.49200000000000005,7,-5.341,1,0.0588,0.18,0.0,0.11199999999999999,0.21600000000000003,91.185,173654,1,Basic
Herve Pagez,Spicy (with Diplo & Charli XCX),54z0kLF0skj0Hdb9wCqPJt,64,0.8370000000000001,0.818,8,-4.474,0,0.0533,0.0527,0.00642,0.11,0.484,109.993,157159,4,Basic
Joaquin Alejandro,Florentin,6lE5ACHHqeEk7nLciGJH3P,65,0.375,0.0635,3,-24.017,0,0.0534,0.993,0.948,0.11,0.324,116.979,118361,4,Basic
IZ*ONE,Violeta,0ahbzg4GCq3wJzUM3cjS3N,69,0.715,0.88,7,-2.94,1,0.0685,0.00373,0.0,0.10400000000000001,0.669,115.012,200913,4,Basic
Junior H,La M4,4grxcNFR2p7rb0Lq1uEFRO,53,0.742,0.506,2,-5.864,0,0.0262,0.34700000000000003,0.0,0.223,0.451,104.98299999999999,165406,3,Basic
PVRIS,Old Wounds,7zmUna3f0xGY0vFDTa7aks,62,0.44799999999999995,0.637,9,-6.925,0,0.0382,0.0267,0.062,0.0748,0.11199999999999999,92.47399999999999,295867,4,Basic
Lynyrd Skynyrd,That Smell - Live,3Art0BP4PE0sEg651o8G1M,25,0.457,0.9159999999999999,4,-4.436,1,0.064,0.0222,0.00231,0.9540000000000001,0.29100000000000004,117.09299999999999,363293,4,Basic
Riley Green,Different 'Round Here,6cqxDqWwB9o3j3eHMSV2mA,57,0.502,0.677,1,-6.466,1,0.0293,0.0041600000000000005,7.21e-06,0.0796,0.40299999999999997,142.039,183333,4,Basic
Foals,Like Lightning,7bDztTav6TQByZmDJmUT5Y,68,0.55,0.779,0,-4.151,1,0.036000000000000004,0.0414,0.000213,0.364,0.5479999999999999,100.31,214446,4,Basic
Lynyrd Skynyrd,Travelin' Man - Live,55L4nAcgFY1tuy4P1icREq,25,0.447,0.865,11,-4.477,1,0.0363,0.0491,1.37e-06,0.915,0.45799999999999996,93.45,253027,4,Basic
Lynyrd Skynyrd,Workin' for MCA - Live,5EnLOnBzJ9BJ0sdw0iLEJK,24,0.187,0.9440000000000001,8,-5.694,1,0.149,0.0203,0.00335,0.547,0.431,81.95,299200,4,Basic
Mahogany Lox,Take Your Man,1CF5kzz5XDBAL24wtVyyTJ,66,0.934,0.6579999999999999,0,-8.052,1,0.10800000000000001,0.41100000000000003,0.0007379999999999999,0.0809,0.344,110.015,117363,4,Basic
Mingmei Hsueh,A Whole New World,6oTaaAaIhm5Y3EhvGNJCBW,64,0.27899999999999997,0.0633,0,-26.435,1,0.0486,0.993,0.948,0.106,0.34600000000000003,173.74400000000003,200676,4,Basic
Justin Quiles,Comerte A Besos,3ffOuCtt8HjBwOsMbnzqTO,70,0.7979999999999999,0.721,11,-4.586,1,0.158,0.152,0.0,0.0814,0.509,88.04,230320,4,Basic
Todrick Hall,I Like Boys,4XPkcokxbJRup3hjiMbZkE,64,0.845,0.8270000000000001,6,-5.289,0,0.0888,0.0556,0.000103,0.0562,0.6809999999999999,123.98,175768,4,Basic
Steven Goldmund,Soul Touch,7apRzgUmowaP3Xc0syvoa5,63,0.145,0.0465,2,-27.680999999999997,1,0.0371,0.9840000000000001,0.937,0.0917,0.0331,139.91299999999998,246487,3,Basic
Michel Brown,The First Rain,2hkTQNIYPFv0r8dk1OdYLg,65,0.368,0.0515,9,-22.947,0,0.0409,0.982,0.9059999999999999,0.106,0.0386,74.03,136063,1,Basic
girl in red,watch you sleep.,3GIIv6Eo0WSuM9Bxx5DTdR,63,0.451,0.222,2,-16.374000000000002,1,0.0314,0.9309999999999999,0.00599,0.0908,0.381,132.874,180226,4,Basic
Drake,Ignant Shit (feat. Lil Wayne),2hcohLIysMxofYziluXCoX,61,0.591,0.846,7,-3.687,1,0.276,0.18600000000000003,0.0,0.46299999999999997,0.121,94.795,302492,4,Basic
Knife Party,Death & Desire (feat. Harrison),3xmJo7JydhDml7GAS9YTcN,64,0.617,0.9640000000000001,7,-3.3960000000000004,0,0.04,0.0011,0.488,0.18600000000000003,0.379,124.99,237947,4,Basic
Quando Rondo,Gun Powder,0iY9wBVvFFucL3pA43tzZL,58,0.774,0.629,0,-5.755,0,0.315,0.0325,0.0,0.166,0.721,160.05700000000002,134011,4,Basic
Jon Pardi,Tied One On,5IprLrzGkKjvuheyDmKLq2,58,0.45,0.9,2,-2.6839999999999997,1,0.0894,0.0317,0.0,0.203,0.5670000000000001,180.035,185191,4,Basic
The Lumineers,Old Lady (Bonus Track),6EOqzUZDen3bgjASgcnxBA,58,0.5660000000000001,0.134,9,-15.662,0,0.0329,0.943,0.0796,0.10400000000000001,0.268,142.136,257360,4,Basic
Lynyrd Skynyrd,The Needle and the Spoon - Live,6dFk43JLh54VXz7TnZx7wC,20,0.4,0.9359999999999999,6,-5.252000000000001,1,0.0626,0.0255,0.00715,0.8320000000000001,0.369,118.12700000000001,247373,4,Basic
Lynyrd Skynyrd,The Ballad of Curtis Loew - Live,5VMvGHiqu5vaxkvwrdEBtm,20,0.321,0.737,8,-6.535,1,0.0435,0.40399999999999997,3.46e-05,0.462,0.292,138.154,244213,4,Basic
Lana Del Rey,Looking For America,31FBEeTXpaeCncCbCmS7ax,64,0.41700000000000004,0.0909,7,-15.526,1,0.0373,0.9590000000000001,4.59e-05,0.14,0.10099999999999999,90.075,162326,3,Basic
2 Chainz,Money In The Way,1Du1gIiBziiR6SUx3gnSvr,59,0.79,0.7929999999999999,7,-4.138,1,0.2,0.23800000000000002,2.14e-06,0.305,0.584,85.006,161653,4,Basic
Lynyrd Skynyrd,Skynyrd Nation - Live,2VzMbce05jPBHx83qRJ9Ug,19,0.23800000000000002,0.953,10,-4.456,0,0.0956,0.0829,0.0,0.37,0.231,96.916,200280,4,Basic
Lynyrd Skynyrd,Simple Man - Live,4R51XPWfhtZJa6w8H0onFS,19,0.504,0.8240000000000001,6,-5.768,1,0.0386,0.11,0.000157,0.746,0.337,119.96,442240,4,Basic
Lynyrd Skynyrd,What's Your Name - Live,3EuGgKm7cgKNeaXNIVuxwL,18,0.514,0.9470000000000001,6,-5.0089999999999995,1,0.0501,0.0904,0.000204,0.907,0.546,132.98,222773,4,Basic
Hillsong Worship,Upper Room,5Trqe9O0VQEBe4aANs2qqS,57,0.41700000000000004,0.172,4,-14.3,1,0.0321,0.9279999999999999,2.48e-05,0.205,0.16699999999999998,131.969,240947,4,Basic
Haley & Michaels,Drunk Text,7BWxNbrdROujxhFXDn0aNA,59,0.68,0.7290000000000001,11,-4.851,1,0.0404,0.09699999999999999,0.0,0.19699999999999998,0.653,109.89299999999999,153942,4,Basic
Lynyrd Skynyrd,Saturday Night Special - Live,1xbdRQhJaiuW61cgfqTVQq,18,0.504,0.904,10,-6.0889999999999995,0,0.0755,0.126,2.94e-05,0.5429999999999999,0.255,115.904,371653,4,Basic
Midland,Put The Hurt On Me,3HWq3kx5FJwjKqiJdlHmdZ,58,0.321,0.7240000000000001,4,-4.419,0,0.0333,0.392,1.36e-05,0.162,0.4,205.43,184933,4,Basic
Lynyrd Skynyrd,Tuesday's Gone - Live,3qdb4AsNJKNxzZomIyrQT2,17,0.289,0.742,8,-5.6739999999999995,1,0.0373,0.22399999999999998,0.0138,0.932,0.413,146.82,378840,3,Basic
Lynyrd Skynyrd,Free Bird - Live,4buoMJKxbFAw0UCZtwq4pK,17,0.225,0.9590000000000001,7,-4.346,1,0.145,0.0879,0.672,0.978,0.2,115.992,795880,4,Basic
Paulo Londra,Nena Maldición (feat. Lenny Tavárez),77dMSg2VHi2wwXjXNrmcrZ,75,0.5660000000000001,0.531,6,-6.635,1,0.0716,0.192,0.0,0.179,0.36700000000000005,118.96,227518,4,Basic
Natanael Cano,Iniciales AL (Porte Fino),58bqqIYUIbkMOgD1ZBAr1E,53,0.672,0.669,8,-4.3839999999999995,1,0.0359,0.304,0.0,0.11199999999999999,0.9259999999999999,107.51799999999999,202419,3,Basic
Lynyrd Skynyrd,Gimme Three Steps - Live,1UcV9ClAFKKkoagbOkggZs,17,0.486,0.946,6,-5.041,1,0.0683,0.0244,0.00047400000000000003,0.759,0.6,134.10299999999998,311160,4,Basic
P-Lo,Sneeze,5ON3vOmbAsjByiJObo2CHi,59,0.863,0.537,8,-6.09,1,0.0413,0.00019099999999999998,9.19e-05,0.0958,0.41200000000000003,100.006,155571,4,Basic
Lynyrd Skynyrd,I Know a Little - Live,6haNipHWrpqfnZ19wk9Kj4,17,0.325,0.951,1,-3.577,1,0.115,0.0943,0.00518,0.856,0.41600000000000004,92.721,226053,4,Basic
Lynyrd Skynyrd,Don't Ask Me No Questions - Live,6TWwNj44IUSvlz6Al4QEZ9,17,0.516,0.899,6,-5.227,1,0.0585,0.0827,0.0,0.552,0.599,130.036,217520,4,Basic
Lynyrd Skynyrd,Red White and Blue - Live,7wup1gzoKZp9UVpirF3efl,16,0.39799999999999996,0.73,1,-6.335,1,0.0369,0.322,1e-06,0.424,0.198,137.687,229840,4,Basic
The Driver Era,Low,7z3WQOqbLSckX1D2VNKdNS,60,0.737,0.8109999999999999,2,-4.171,0,0.0887,0.0915,0.00035,0.23399999999999999,0.7490000000000001,134.986,210445,4,Basic
Marshmello,Room to Fall,4pCaBJPDbw1HFzwsQZlIgb,63,0.531,0.845,9,-5.362,0,0.16399999999999998,0.0037,1.58e-05,0.275,0.537,175.898,180998,4,Basic
Lynyrd Skynyrd,Call Me the Breeze - Live,5eljScRJp5U3zxQO0xGFV7,15,0.368,0.9540000000000001,1,-4.962,1,0.073,0.038,0.00221,0.826,0.413,97.568,359773,4,Basic
Lynyrd Skynyrd,Sweet Home Alabama - Live,3Jec6BQxWfoPIZht3ibQWo,15,0.276,0.9309999999999999,6,-4.365,1,0.0643,0.0294,0.000328,0.9590000000000001,0.35700000000000004,100.675,421533,4,Basic
Macy Kate,Cry For Help,58ctTqTg9BGubdUKJNW9aK,63,0.544,0.493,0,-5.4879999999999995,1,0.305,0.248,0.0,0.102,0.312,131.261,197048,4,Basic
Grateful Dead,"Lazy River Road (Live at Dean Smith Center, University of North Carolina, Chapel Hill, NC 3/25/1993)",1qE9PXD0fWEOFxinb3hTFq,25,0.5820000000000001,0.20800000000000002,7,-17.629,1,0.0348,0.865,0.0007440000000000001,0.0956,0.47,78.408,415080,4,Basic
Lunay,Llégale,4vK8Kvyw1mabkMXJqbZOZT,71,0.594,0.789,9,-4.468999999999999,1,0.0522,0.213,0.0,0.0732,0.5760000000000001,179.95,253333,4,Basic
Bon Iver,Salem,0Kp0CPUzFcEqhBbHoRKtbm,62,0.5670000000000001,0.483,8,-10.802999999999999,1,0.04,0.76,0.079,0.174,0.14400000000000002,162.018,224707,4,Basic
